NORAD_CAT_ID,DECAY_EPOCH,TLE_DOWNLOAD_URL
51842,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/51842/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
52424,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/52424/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
52958,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/52958/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
55014,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55014/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
55014,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55014/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
55699,2024-07-27 09:28:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55699/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55699,2024-07-27 07:47:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55699/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55699,2024-07-27 07:47:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55699/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55699,2024-07-27 07:45:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55699/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55699,2024-07-27 07:19:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55699/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
47737,2024-07-27 06:54:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/47737/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55699,2024-07-27 04:01:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55699/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55699,2024-07-27 03:58:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55699/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55695,2024-07-27 03:53:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55695/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55695,2024-07-27 02:57:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55695/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55695,2024-07-27 02:54:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55695/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55695,2024-07-27 02:14:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55695/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
45698,2024-07-27 23:18:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45698/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
45698,2024-07-27 21:45:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45698/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
45698,2024-07-27 21:41:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45698/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
45698,2024-07-27 21:41:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45698/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
47846,2024-07-27 20:48:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/47846/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55695,2024-07-27 01:42:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55695/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
51119,2024-07-27 18:29:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/51119/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
47846,2024-07-27 18:10:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/47846/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
47846,2024-07-27 18:09:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/47846/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
47846,2024-07-27 16:55:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/47846/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
44924,2024-07-27 16:50:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/44924/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
47846,2024-07-27 16:50:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/47846/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
47846,2024-07-27 16:46:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/47846/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
44924,2024-07-27 15:33:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/44924/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
44924,2024-07-27 15:32:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/44924/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
55695,2024-07-27 13:13:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/55695/EPOCH/>2024-05-28/EPOCH/<2024-07-27/orderby/EPOCH%20desc/format/csv
